Id,ConfirmedCases,Fatalities
4809,168,5
4810,168,5
4811,168,5
4812,168,5
4813,168,5
4814,168,5
4815,168,5
4816,168,5
4817,168,5
4818,168,6
4819,168,6
4820,168,6
4821,168,6
4822,168,6
4823,168,6
4824,168,6
4825,168,6
4826,168,6
4827,168,6
4828,168,6
4829,168,6
4830,168,6
4831,168,6
4832,168,6
4833,168,6
4834,168,6
4835,168,6
4836,168,6
4837,168,6
4838,168,6
4839,168,6
4840,168,6
4841,168,6
4842,168,6
4843,168,6
4844,168,6
4845,168,6
4846,168,6
4847,168,6
4848,168,6
4849,168,6
4850,168,6
4851,168,6
4852,1,0
4853,1,1
4854,2,1
4855,8,1
4856,13,1
4857,18,1
4858,33,1
4859,48,1
4860,65,1
4861,82,1
4862,96,1
4863,104,1
4864,113,1
4865,126,1
4866,135,1
4867,157,1
4868,172,1
4869,195,1
4870,206,2
4871,218,2
4872,239,2
4873,251,2
4874,265,3
4875,283,3
4876,291,3
4877,300,3
4878,301,3
4879,306,4
4880,306,4
4881,307,5
4882,308,5
4883,309,6
4884,311,6
4885,311,6
4886,311,6
4887,312,6
4888,317,6
4889,318,6
4890,318,6
4891,318,6
4892,318,6
4893,318,6
4894,318,6
4895,318,6
4896,318,6
4897,318,6
4898,318,6
4899,318,6
4900,318,6
4901,318,6
4902,318,6
4903,318,6
4904,318,6
4905,318,6
4906,318,6
4907,318,6
4908,318,6
4909,318,6
4910,318,6
4911,318,6
4912,319,6
4913,319,6
4914,319,6
4915,319,6
4916,319,6
4917,319,6
4918,319,6
4919,319,6
4920,321,6
4921,321,6
4922,323,6
4923,325,6
4924,326,6
4925,326,6
4926,327,6
4927,327,6
4928,327,6
4929,0,0
4930,2,0
4931,4,1
4932,9,1
4933,15,1
4934,21,1
4935,33,1
4936,38,1
4937,44,2
4938,59,2
4939,80,2
4940,95,2
4941,121,2
4942,155,2
4943,190,2
4944,227,3
4945,277,3
4946,295,5
4947,307,6
4948,331,7
4949,360,8
4950,378,8
4951,395,9
4952,419,11
4953,425,11
4954,445,11
4955,457,11
4956,464,11
4957,470,12
4958,476,12
4959,479,12
4960,479,12
4961,480,12
4962,480,12
4963,480,12
4964,480,12
4965,480,13
4966,480,13
4967,480,13
4968,480,13
4969,480,13
4970,480,13
4971,480,13
4972,481,13
4973,481,13
4974,481,13
4975,481,13
4976,481,13
4977,481,13
4978,482,13
4979,482,13
4980,482,13
4981,482,13
4982,482,13
4983,482,13
4984,482,13
4985,482,13
4986,483,13
4987,484,13
4988,484,13
4989,484,13
4990,484,13
4991,484,13
4992,484,13
4993,484,13
4994,484,13
4995,484,13
4996,484,13
4997,484,13
4998,484,13
4999,484,13
5000,488,13
5001,489,13
5002,491,13
5003,504,13
5004,524,13
5005,544,13
5006,5,0
5007,5,0
5008,9,0
5009,32,0
5010,83,1
5011,128,1
5012,168,1
5013,206,2
5014,278,2
5015,352,2
5016,422,2
5017,493,2
5018,566,2
5019,675,2
5020,764,2
5021,851,2
5022,914,3
5023,981,4
5024,1033,6
5025,1073,6
5026,1105,7
5027,1135,8
5028,1169,10
5029,1184,11
5030,1212,13
5031,1231,13
5032,1246,16
5033,1257,19
5034,1262,19
5035,1265,19
5036,1267,19
5037,1270,19
5038,1271,19
5039,1271,19
5040,1271,19
5041,1271,19
5042,1272,20
5043,1272,20
5044,1272,21
5045,1272,22
5046,1272,22
5047,1272,22
5048,1272,22
5049,1272,22
5050,1272,22
5051,1272,22
5052,1272,22
5053,1272,22
5054,1272,22
5055,1273,22
5056,1273,22
5057,1273,22
5058,1273,22
5059,1273,22
5060,1273,22
5061,1273,22
5062,1273,22
5063,1273,22
5064,1273,22
5065,1273,22
5066,1274,22
5067,1274,22
5068,1274,22
5069,1274,22
5070,1275,22
5071,1275,22
5072,1275,22
5073,1276,22
5074,1276,22
5075,1276,22
5076,1276,22
5077,1276,22
5078,1276,22
5079,1276,22
5080,1276,22
5081,1276,22
5082,1276,22
5083,0,0
5084,2,0
5085,2,0
5086,5,0
5087,8,0
5088,8,0
5089,8,0
5090,10,0
5091,10,0
5092,12,0
5093,13,0
5094,15,0
5095,15,0
5096,17,1
5097,21,1
5098,24,1
5099,25,1
5100,26,1
5101,29,1
5102,38,1
5103,49,1
5104,50,1
5105,53,1
5106,56,1
5107,56,1
5108,57,1
5109,60,1
5110,62,1
5111,63,2
5112,68,2
5113,68,2
5114,69,2
5115,74,2
5116,79,2
5117,84,2
5118,91,2
5119,92,2
5120,94,2
5121,95,2
5122,96,2
5123,100,2
5124,100,2
5125,105,2
5126,105,2
5127,107,2
5128,108,2
5129,114,3
5130,115,3
5131,120,3
5132,126,3
5133,129,3
5134,134,4
5135,140,4
5136,145,4
5137,155,4
5138,162,4
5139,181,4
5140,208,4
5141,256,4
5142,273,4
5143,317,4
5144,356,4
5145,386,4
5146,410,4
5147,453,4
5148,519,4
5149,561,4
5150,641,4
5151,682,4
5152,714,4
5153,765,4
5154,802,4
5155,845,4
5156,862,4
5157,890,4
5158,914,4
5159,935,4
5160,444,17
5161,444,17
5162,549,24
5163,761,40
5164,1058,52
5165,1423,76
5166,3554,125
5167,3554,125
5168,4903,162
5169,5806,204
5170,7153,249
5171,11177,350
5172,13522,414
5173,16678,479
5174,19665,549
5175,22112,618
5176,24953,699
5177,27100,780
5178,29631,871
5179,31728,974
5180,33366,1068
5181,33366,1068
5182,48206,1310
5183,54406,1457
5184,56249,1596
5185,58182,1696
5186,59989,1789
5187,61682,1921
5188,62031,2029
5189,62442,2144
5190,62662,2144
5191,64084,2346
5192,64084,2346
5193,64287,2495
5194,64786,2563
5195,65187,2615
5196,65596,2641
5197,65914,2682
5198,66337,2727
5199,66907,2761
5200,67103,2803
5201,67217,2835
5202,67332,2871
5203,67466,2902
5204,67592,2931
5205,67666,2959
5206,67707,2986
5207,67743,3008
5208,67760,3024
5209,67773,3046
5210,67781,3056
5211,67786,3062
5212,67790,3075
5213,67794,3085
5214,67798,3099
5215,67799,3111
5216,67800,3122
5217,67800,3130
5218,67800,3133
5219,67800,3139
5220,67800,3153
5221,67800,3153
5222,67801,3160
5223,67801,3163
5224,67801,3169
5225,67801,3174
5226,67801,3177
5227,67801,3182
5228,67801,3186
5229,67801,3187
5230,67802,3193
5231,67802,3199
5232,67802,3203
5233,67803,3207
5234,67803,3210
5235,67803,3212
5236,67803,3212
5237,4,0
5238,9,0
5239,24,0
5240,43,0
5241,69,0
5242,100,0
5243,143,0
5244,221,0
5245,277,0
5246,332,0
5247,389,0
5248,463,0
5249,521,0
5250,593,0
5251,661,0
5252,711,0
5253,772,0
5254,803,1
5255,838,1
5256,879,1
5257,912,1
5258,946,2
5259,968,2
5260,988,2
5261,1001,2
5262,1004,3
5263,1006,3
5264,1007,4
5265,1008,4
5266,1010,4
5267,1011,4
5268,1013,4
5269,1016,4
5270,1016,4
5271,1016,4
5272,1016,4
5273,1017,4
5274,1017,4
5275,1018,4
5276,1018,4
5277,1018,4
5278,1018,4
5279,1018,4
5280,1018,4
5281,1018,4
5282,1018,4
5283,1018,4
5284,1018,4
5285,1018,4
5286,1018,4
5287,1018,4
5288,1018,4
5289,1018,4
5290,1018,4
5291,1018,4
5292,1018,4
5293,1018,4
5294,1018,4
5295,1018,4
5296,1018,4
5297,1018,4
5298,1018,4
5299,1018,4
5300,1018,4
5301,1018,4
5302,1018,4
5303,1018,4
5304,1018,4
5305,1018,4
5306,1018,4
5307,1018,4
5308,1019,4
5309,1019,4
5310,1019,4
5311,1019,4
5312,1019,4
5313,1019,4
5314,0,0
5315,0,0
5316,1,0
5317,7,0
5318,7,0
5319,11,0
5320,15,0
5321,16,0
5322,19,0
5323,20,0
5324,23,0
5325,27,0
5326,34,0
5327,35,0
5328,42,0
5329,46,0
5330,50,0
5331,52,0
5332,54,0
5333,58,0
5334,58,0
5335,60,0
5336,61,0
5337,65,0
5338,68,0
5339,70,0
5340,72,0
5341,73,0
5342,75,0
5343,75,0
5344,75,0
5345,75,0
5346,75,0
5347,75,0
5348,75,0
5349,75,0
5350,75,0
5351,75,0
5352,75,0
5353,75,0
5354,75,0
5355,75,1
5356,75,1
5357,75,1
5358,75,1
5359,75,1
5360,75,1
5361,75,1
5362,75,1
5363,75,1
5364,75,1
5365,75,1
5366,75,1
5367,75,1
5368,75,1
5369,75,1
5370,75,1
5371,75,1
5372,75,1
5373,75,1
5374,75,1
5375,75,1
5376,75,1
5377,77,1
5378,89,1
5379,92,1
5380,94,1
5381,95,1
5382,97,1
5383,107,1
5384,111,1
5385,117,1
5386,117,1
5387,117,1
5388,117,1
5389,118,1
5390,121,1
5391,1,0
5392,5,0
5393,9,0
5394,18,0
5395,33,0
5396,47,0
5397,70,0
5398,99,0
5399,129,0
5400,168,0
5401,202,0
5402,236,0
5403,271,0
5404,308,0
5405,341,0
5406,373,0
5407,408,0
5408,439,0
5409,468,0
5410,492,0
5411,515,0
5412,543,0
5413,570,0
5414,593,0
5415,604,0
5416,617,0
5417,626,0
5418,629,0
5419,631,0
5420,631,0
5421,631,0
5422,631,0
5423,631,0
5424,631,0
5425,631,0
5426,631,0
5427,631,0
5428,631,0
5429,631,0
5430,631,0
5431,631,0
5432,631,0
5433,631,0
5434,631,0
5435,631,0
5436,631,0
5437,631,0
5438,631,0
5439,631,0
5440,631,0
5441,631,0
5442,631,0
5443,631,0
5444,631,0
5445,631,0
5446,631,0
5447,631,0
5448,631,0
5449,631,0
5450,631,0
5451,633,0
5452,633,0
5453,636,0
5454,638,0
5455,640,0
5456,641,0
5457,641,0
5458,644,0
5459,645,0
5460,646,0
5461,646,0
5462,647,0
5463,651,0
5464,651,0
5465,651,0
5466,651,0
5467,651,0
5468,2,0
5469,7,0
5470,18,0
5471,18,0
5472,36,0
5473,72,0
5474,109,0
5475,109,0
5476,162,0
5477,240,0
5478,286,0
5479,333,0
5480,391,0
5481,476,0
5482,548,0
5483,600,0
5484,661,0
5485,698,0
5486,740,0
5487,771,1
5488,804,1
5489,844,1
5490,872,1
5491,900,1
5492,913,1
5493,925,1
5494,930,1
5495,933,1
5496,934,1
5497,934,1
5498,934,1
5499,934,1
5500,934,1
5501,934,1
5502,934,1
5503,934,1
5504,934,1
5505,935,1
5506,935,1
5507,935,1
5508,935,1
5509,935,1
5510,935,1
5511,935,1
5512,935,1
5513,935,1
5514,935,1
5515,935,1
5516,935,1
5517,935,1
5518,935,1
5519,935,1
5520,935,1
5521,935,1
5522,935,1
5523,935,1
5524,935,1
5525,935,1
5526,935,1
5527,935,1
5528,936,1
5529,936,1
5530,936,1
5531,936,1
5532,936,1
5533,936,1
5534,936,1
5535,937,1
5536,937,1
5537,937,1
5538,937,1
5539,937,1
5540,937,1
5541,937,1
5542,937,1
5543,937,1
5544,937,1
5545,0,0
5546,1,0
5547,3,0
5548,4,0
5549,4,0
5550,6,0
5551,8,0
5552,9,0
5553,14,0
5554,14,0
5555,17,0
5556,23,0
5557,31,0
5558,42,0
5559,54,0
5560,59,0
5561,65,1
5562,69,1
5563,78,1
5564,80,1
5565,81,1
5566,83,1
5567,84,1
5568,86,1
5569,88,1
5570,89,1
5571,89,1
5572,89,1
5573,90,1
5574,91,1
5575,91,1
5576,91,1
5577,91,1
5578,93,1
5579,93,1
5580,93,1
5581,93,1
5582,93,1
5583,93,1
5584,93,1
5585,93,1
5586,93,1
5587,93,1
5588,93,1
5589,93,1
5590,93,1
5591,93,1
5592,93,1
5593,93,1
5594,93,1
5595,93,1
5596,93,1
5597,93,1
5598,93,1
5599,93,1
5600,93,1
5601,93,1
5602,93,1
5603,93,1
5604,93,1
5605,93,1
5606,93,1
5607,93,1
5608,94,1
5609,95,1
5610,95,1
5611,97,1
5612,98,1
5613,98,1
5614,98,1
5615,98,1
5616,98,1
5617,98,1
5618,98,1
5619,98,1
5620,98,1
5621,98,1
5622,2,0
5623,3,0
5624,4,0
5625,17,0
5626,21,0
5627,27,0
5628,34,0
5629,39,0
5630,41,0
5631,48,0
5632,64,0
5633,70,0
5634,74,0
5635,81,0
5636,89,0
5637,94,0
5638,99,0
5639,105,0
5640,107,0
5641,108,0
5642,111,0
5643,116,1
5644,117,1
5645,119,1
5646,119,1
5647,121,1
5648,121,1
5649,121,1
5650,121,1
5651,121,1
5652,121,1
5653,121,1
5654,121,1
5655,121,1
5656,121,1
5657,121,1
5658,121,1
5659,121,1
5660,121,1
5661,122,1
5662,122,1
5663,125,1
5664,125,1
5665,125,1
5666,125,1
5667,125,1
5668,125,1
5669,125,1
5670,125,1
5671,125,1
5672,125,1
5673,125,1
5674,125,1
5675,125,1
5676,125,1
5677,125,1
5678,125,1
5679,125,1
5680,126,2
5681,126,2
5682,127,2
5683,127,2
5684,127,2
5685,127,2
5686,128,2
5687,128,2
5688,132,2
5689,134,2
5690,136,2
5691,139,2
5692,140,2
5693,141,2
5694,141,2
5695,141,2
5696,142,2
5697,142,2
5698,144,2
5699,1,0
5700,2,0
5701,2,0
5702,2,0
5703,5,0
5704,6,0
5705,7,0
5706,7,0
5707,7,0
5708,7,0
5709,7,0
5710,8,0
5711,8,0
5712,10,0
5713,10,0
5714,10,0
5715,10,0
5716,10,0
5717,10,0
5718,10,0
5719,10,0
5720,10,0
5721,10,0
5722,10,0
5723,10,0
5724,10,0
5725,10,0
5726,10,0
5727,10,0
5728,10,0
5729,10,0
5730,10,0
5731,10,0
5732,10,0
5733,10,0
5734,10,0
5735,10,0
5736,10,0
5737,10,0
5738,10,0
5739,10,0
5740,10,0
5741,10,0
5742,10,0
5743,10,0
5744,10,0
5745,10,0
5746,10,0
5747,10,0
5748,10,0
5749,10,0
5750,10,0
5751,10,0
5752,10,0
5753,11,0
5754,12,0
5755,15,0
5756,17,0
5757,17,0
5758,18,0
5759,24,0
5760,24,0
5761,25,0
5762,30,0
5763,31,0
5764,33,0
5765,37,0
5766,37,0
5767,38,0
5768,41,0
5769,41,0
5770,41,0
5771,43,0
5772,43,0
5773,44,0
5774,44,0
5775,44,0
5776,1,0
5777,1,0
5778,2,0
5779,3,0
5780,4,0
5781,7,0
5782,11,0
5783,12,0
5784,17,0
5785,21,0
5786,26,0
5787,28,0
5788,31,0
5789,34,0
5790,34,0
5791,40,0
5792,43,0
5793,45,0
5794,45,0
5795,49,0
5796,53,0
5797,58,0
5798,64,0
5799,67,0
5800,70,0
5801,70,0
5802,70,0
5803,70,0
5804,71,0
5805,71,0
5806,71,0
5807,71,0
5808,71,0
5809,71,0
5810,71,0
5811,71,0
5812,72,0
5813,72,0
5814,73,0
5815,73,0
5816,74,0
5817,74,0
5818,75,0
5819,75,0
5820,75,0
5821,75,0
5822,75,0
5823,75,0
5824,75,0
5825,75,0
5826,75,0
5827,75,0
5828,75,0
5829,75,0
5830,75,0
5831,75,0
5832,75,0
5833,75,0
5834,75,0
5835,75,0
5836,75,0
5837,75,0
5838,75,0
5839,75,0
5840,75,0
5841,75,0
5842,75,0
5843,75,0
5844,75,0
5845,75,0
5846,75,0
5847,75,0
5848,75,0
5849,75,0
5850,75,0
5851,75,0
5852,75,0
5853,0,0
5854,0,0
5855,0,0
5856,1,0
5857,1,0
5858,6,0
5859,6,0
5860,6,0
5861,8,0
5862,8,0
5863,9,0
5864,11,0
5865,13,0
5866,15,0
5867,17,0
5868,18,0
5869,18,0
5870,18,0
5871,18,0
5872,18,0
5873,18,0
5874,18,0
5875,18,0
5876,18,0
5877,18,0
5878,18,0
5879,18,0
5880,18,0
5881,18,0
5882,18,0
5883,18,0
5884,18,0
5885,18,0
5886,18,0
5887,18,0
5888,18,0
5889,18,0
5890,18,0
5891,18,0
5892,18,0
5893,18,0
5894,18,0
5895,18,0
5896,18,0
5897,18,0
5898,18,0
5899,18,0
5900,18,0
5901,18,0
5902,18,0
5903,18,0
5904,18,0
5905,18,0
5906,18,0
5907,18,0
5908,18,0
5909,18,0
5910,18,0
5911,18,0
5912,18,0
5913,18,0
5914,18,0
5915,18,0
5916,18,0
5917,18,0
5918,18,0
5919,18,0
5920,18,0
5921,18,0
5922,18,0
5923,18,0
5924,18,0
5925,18,0
5926,18,0
5927,18,0
5928,18,0
5929,18,0
5930,0,0
5931,3,0
5932,5,0
5933,15,0
5934,22,0
5935,35,0
5936,46,0
5937,56,0
5938,63,0
5939,87,0
5940,101,0
5941,116,0
5942,128,0
5943,142,0
5944,165,0
5945,173,0
5946,184,0
5947,195,0
5948,208,0
5949,213,0
5950,219,0
5951,225,0
5952,229,0
5953,230,0
5954,232,0
5955,236,0
5956,240,0
5957,240,0
5958,242,0
5959,245,1
5960,245,1
5961,245,1
5962,245,1
5963,245,1
5964,245,1
5965,245,1
5966,245,1
5967,245,1
5968,245,1
5969,245,1
5970,245,1
5971,245,1
5972,245,1
5973,245,1
5974,245,1
5975,245,1
5976,245,1
5977,245,1
5978,245,1
5979,245,1
5980,245,2
5981,245,2
5982,245,2
5983,245,2
5984,245,2
5985,246,3
5986,246,3
5987,246,3
5988,247,3
5989,248,3
5990,248,3
5991,248,3
5992,249,3
5993,250,3
5994,253,3
5995,253,3
5996,253,3
5997,253,3
5998,253,3
5999,253,3
6000,255,3
6001,255,3
6002,255,3
6003,256,3
6004,256,3
6005,256,3
6006,256,3
6007,2,0
6008,6,0
6009,15,0
6010,27,0
6011,46,0
6012,75,0
6013,95,0
6014,130,0
6015,158,0
6016,184,0
6017,206,0
6018,230,0
6019,259,0
6020,275,0
6021,307,0
6022,347,0
6023,386,0
6024,416,0
6025,444,1
6026,466,1
6027,487,1
6028,497,2
6029,509,2
6030,523,2
6031,532,2
6032,537,2
6033,541,2
6034,543,3
6035,544,3
6036,546,4
6037,749,4
6038,750,4
6039,754,4
6040,755,5
6041,756,6
6042,756,6
6043,756,6
6044,756,6
6045,756,6
6046,758,6
6047,758,6
6048,758,6
6049,758,6
6050,758,6
6051,758,6
6052,758,6
6053,758,6
6054,758,6
6055,758,6
6056,760,6
6057,760,6
6058,760,7
6059,760,7
6060,760,7
6061,760,7
6062,761,7
6063,761,7
6064,761,7
6065,762,7
6066,764,7
6067,767,7
6068,768,7
6069,768,7
6070,769,7
6071,771,7
6072,772,7
6073,772,7
6074,772,7
6075,773,7
6076,774,7
6077,774,7
6078,775,7
6079,778,7
6080,778,7
6081,779,7
6082,780,7
6083,781,7
6084,9,0
6085,16,0
6086,20,0
6087,33,0
6088,40,1
6089,53,1
6090,66,1
6091,96,1
6092,112,1
6093,135,1
6094,169,1
6095,182,1
6096,203,1
6097,219,1
6098,243,1
6099,257,1
6100,277,1
6101,286,1
6102,293,1
6103,299,1
6104,303,1
6105,311,1
6106,315,1
6107,318,1
6108,326,1
6109,328,1
6110,333,1
6111,333,1
6112,333,2
6113,334,2
6114,334,2
6115,335,3
6116,335,3
6117,335,3
6118,336,3
6119,337,3
6120,337,3
6121,337,3
6122,337,3
6123,337,3
6124,337,3
6125,338,3
6126,338,3
6127,339,3
6128,342,3
6129,342,3
6130,342,3
6131,342,3
6132,344,3
6133,344,3
6134,344,3
6135,346,3
6136,353,3
6137,353,3
6138,355,3
6139,358,3
6140,361,3
6141,363,3
6142,371,3
6143,380,3
6144,404,4
6145,404,4
6146,414,4
6147,433,5
6148,451,5
6149,468,5
6150,485,5
6151,492,5
6152,498,5
6153,509,5
6154,516,6
6155,522,6
6156,526,6
6157,529,6
6158,531,6
6159,536,6
6160,538,6
6161,1,0
6162,1,0
6163,1,0
6164,6,0
6165,9,0
6166,13,0
6167,27,0
6168,27,0
6169,35,0
6170,39,0
6171,47,0
6172,66,0
6173,74,0
6174,81,0
6175,81,0
6176,96,0
6177,104,0
6178,115,0
6179,119,0
6180,119,0
6181,124,0
6182,126,0
6183,126,0
6184,127,0
6185,128,0
6186,129,0
6187,130,0
6188,131,0
6189,131,0
6190,132,0
6191,132,0
6192,132,0
6193,132,0
6194,133,0
6195,133,0
6196,133,0
6197,133,0
6198,133,0
6199,133,0
6200,133,0
6201,133,0
6202,133,0
6203,133,0
6204,133,0
6205,133,0
6206,133,0
6207,133,0
6208,133,0
6209,133,0
6210,133,0
6211,133,0
6212,133,0
6213,133,0
6214,133,0
6215,133,0
6216,133,0
6217,133,0
6218,133,0
6219,133,0
6220,133,0
6221,133,0
6222,134,0
6223,134,0
6224,134,0
6225,135,0
6226,135,0
6227,135,0
6228,136,0
6229,136,0
6230,136,0
6231,137,0
6232,137,0
6233,137,0
6234,137,0
6235,138,0
6236,138,0
6237,138,0
6238,5,0
6239,8,0
6240,15,0
6241,28,0
6242,44,0
6243,69,0
6244,90,0
6245,108,1
6246,142,1
6247,177,1
6248,207,1
6249,231,1
6250,254,1
6251,282,1
6252,301,1
6253,321,1
6254,344,1
6255,364,1
6256,386,1
6257,405,1
6258,417,1
6259,436,1
6260,451,1
6261,463,1
6262,470,1
6263,481,3
6264,495,3
6265,508,3
6266,514,3
6267,520,3
6268,525,3
6269,526,3
6270,526,3
6271,527,3
6272,529,3
6273,531,3
6274,534,3
6275,538,3
6276,538,3
6277,538,3
6278,538,3
6279,538,3
6280,538,3
6281,539,3
6282,539,3
6283,539,3
6284,539,3
6285,539,3
6286,539,3
6287,539,3
6288,539,3
6289,539,3
6290,539,3
6291,539,3
6292,539,3
6293,540,3
6294,540,3
6295,540,3
6296,541,3
6297,542,3
6298,543,3
6299,543,3
6300,545,3
6301,547,3
6302,547,3
6303,548,3
6304,548,3
6305,550,3
6306,550,3
6307,550,3
6308,552,3
6309,554,3
6310,555,3
6311,557,3
6312,558,3
6313,559,3
6314,560,3
6315,4,0
6316,4,0
6317,8,0
6318,10,0
6319,14,0
6320,23,0
6321,24,0
6322,27,0
6323,31,0
6324,32,0
6325,41,0
6326,48,0
6327,60,0
6328,67,0
6329,69,1
6330,79,1
6331,81,1
6332,88,1
6333,91,1
6334,95,1
6335,106,2
6336,112,2
6337,119,3
6338,120,3
6339,122,3
6340,124,3
6341,125,3
6342,128,3
6343,130,3
6344,131,3
6345,132,3
6346,135,3
6347,135,3
6348,135,3
6349,135,3
6350,135,3
6351,136,3
6352,136,3
6353,136,3
6354,136,3
6355,136,3
6356,136,3
6357,136,3
6358,136,3
6359,136,3
6360,136,3
6361,136,3
6362,136,3
6363,136,3
6364,136,3
6365,136,3
6366,136,3
6367,136,3
6368,136,3
6369,136,3
6370,136,3
6371,136,3
6372,137,3
6373,137,3
6374,137,3
6375,137,3
6376,141,3
6377,145,3
6378,145,3
6379,151,3
6380,155,3
6381,161,3
6382,166,3
6383,174,3
6384,174,3
6385,176,3
6386,176,3
6387,180,3
6388,180,3
6389,180,3
6390,180,3
6391,180,3
6392,0,0
6393,0,0
6394,0,0
6395,0,0
6396,0,0
6397,0,0
6398,0,0
6399,0,0
6400,1,0
6401,1,0
6402,1,0
6403,1,0
6404,1,0
6405,1,0
6406,1,0
6407,1,0
6408,1,0
6409,1,0
6410,1,0
6411,1,0
6412,1,0
6413,1,0
6414,1,0
6415,1,0
6416,1,0
6417,1,0
6418,1,0
6419,1,0
6420,1,0
6421,1,0
6422,1,0
6423,1,0
6424,1,0
6425,1,0
6426,1,0
6427,1,0
6428,1,0
6429,1,0
6430,1,0
6431,1,0
6432,1,0
6433,1,0
6434,1,0
6435,1,0
6436,1,0
6437,1,0
6438,1,0
6439,1,0
6440,1,0
6441,1,0
6442,1,0
6443,1,0
6444,1,0
6445,1,0
6446,1,0
6447,1,0
6448,1,0
6449,1,0
6450,1,0
6451,1,0
6452,1,0
6453,1,0
6454,1,0
6455,1,0
6456,1,0
6457,1,0
6458,1,0
6459,1,0
6460,1,0
6461,1,0
6462,1,0
6463,1,0
6464,1,0
6465,1,0
6466,1,0
6467,1,0
6468,1,0
6469,0,0
6470,2,0
6471,2,0
6472,3,0
6473,4,0
6474,5,0
6475,10,0
6476,13,0
6477,14,0
6478,17,0
6479,18,0
6480,21,0
6481,24,0
6482,29,0
6483,32,0
6484,36,0
6485,39,0
6486,42,0
6487,45,0
6488,49,0
6489,55,0
6490,59,0
6491,63,1
6492,65,1
6493,70,1
6494,71,1
6495,75,1
6496,76,1
6497,76,1
6498,76,1
6499,76,1
6500,76,2
6501,76,2
6502,76,2
6503,76,2
6504,76,2
6505,76,2
6506,76,3
6507,76,3
6508,76,3
6509,76,3
6510,76,3
6511,76,3
6512,76,3
6513,76,3
6514,76,3
6515,76,3
6516,76,3
6517,76,3
6518,76,3
6519,76,3
6520,76,3
6521,76,3
6522,76,3
6523,76,3
6524,76,3
6525,76,3
6526,76,3
6527,76,3
6528,76,3
6529,76,3
6530,76,3
6531,76,3
6532,76,3
6533,76,3
6534,76,3
6535,76,3
6536,76,3
6537,76,3
6538,76,3
6539,76,3
6540,76,3
6541,76,3
6542,76,3
6543,76,3
6544,76,3
6545,76,3
6546,1,0
6547,2,0
6548,5,0
6549,11,0
6550,16,0
6551,26,0
6552,44,0
6553,55,0
6554,70,0
6555,83,0
6556,93,0
6557,105,0
6558,117,0
6559,122,0
6560,128,0
6561,133,0
6562,138,0
6563,138,0
6564,141,0
6565,149,0
6566,153,0
6567,154,0
6568,156,0
6569,162,0
6570,168,0
6571,171,0
6572,171,0
6573,172,0
6574,172,1
6575,174,2
6576,174,2
6577,174,2
6578,174,2
6579,174,2
6580,174,2
6581,174,2
6582,174,2
6583,174,2
6584,174,2
6585,174,2
6586,174,2
6587,174,2
6588,174,2
6589,174,2
6590,174,2
6591,174,2
6592,174,2
6593,174,2
6594,174,2
6595,174,2
6596,174,2
6597,174,2
6598,174,2
6599,174,2
6600,176,2
6601,176,2
6602,176,2
6603,176,2
6604,176,2
6605,176,2
6606,176,2
6607,176,2
6608,176,2
6609,176,2
6610,178,2
6611,180,2
6612,180,2
6613,180,2
6614,180,2
6615,182,2
6616,182,2
6617,183,2
6618,184,2
6619,184,2
6620,184,2
6621,184,2
6622,184,2
6623,10,0
6624,27,0
6625,43,0
6626,62,0
6627,104,0
6628,128,0
6629,173,0
6630,296,0
6631,428,0
6632,538,0
6633,599,0
6634,661,0
6635,724,0
6636,829,0
6637,895,0
6638,954,0
6639,1006,0
6640,1048,0
6641,1075,0
6642,1092,0
6643,1117,0
6644,1131,0
6645,1145,0
6646,1155,0
6647,1162,0
6648,1167,0
6649,1171,0
6650,1172,0
6651,1174,0
6652,1175,1
6653,1203,1
6654,1205,1
6655,1205,1
6656,1205,1
6657,1205,1
6658,1205,1
6659,1205,1
6660,1205,1
6661,1205,1
6662,1205,1
6663,1206,1
6664,1213,1
6665,1213,1
6666,1215,1
6667,1215,1
6668,1215,1
6669,1215,1
6670,1215,1
6671,1215,1
6672,1215,1
6673,1215,1
6674,1215,1
6675,1227,1
6676,1231,1
6677,1231,1
6678,1232,1
6679,1232,1
6680,1233,1
6681,1234,1
6682,1236,1
6683,1238,1
6684,1238,1
6685,1240,1
6686,1241,1
6687,1243,1
6688,1247,1
6689,1251,1
6690,1254,1
6691,1255,1
6692,1257,1
6693,1257,1
6694,1258,1
6695,1260,1
6696,1262,1
6697,1263,1
6698,1264,1
6699,1265,1
6700,0,0
6701,0,0
6702,0,0
6703,0,0
6704,0,0
6705,0,0
6706,0,0
6707,0,0
6708,0,0
6709,0,0
6710,0,0
6711,0,0
6712,0,0
6713,0,0
6714,0,0
6715,0,0
6716,0,0
6717,0,0
6718,0,0
6719,0,0
6720,0,0
6721,0,0
6722,0,0
6723,0,0
6724,0,0
6725,0,0
6726,0,0
6727,0,0
6728,0,0
6729,0,0
6730,0,0
6731,0,0
6732,0,0
6733,0,0
6734,0,0
6735,0,0
6736,0,0
6737,0,0
6738,0,0
6739,0,0
6740,0,0
6741,0,0
6742,0,0
6743,0,0
6744,1,0
6745,1,0
6746,1,0
6747,1,0
6748,3,0
6749,9,0
6750,9,0
6751,13,0
6752,22,0
6753,34,0
6754,54,0
6755,65,0
6756,93,0
6757,102,0
6758,128,0
6759,196,0
6760,231,2
6761,277,3
6762,378,3
